system,user,json
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả 6 triệu tiền thuê nhà cho tháng này.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 8 triệu vào quỹ chứng khoán.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 10 củ khoai tây chỉ hết 1 triệu.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 2 triệu cho vé xem concert tối thứ 7.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tặng bạn 3 triệu nhân dịp tốt nghiệp.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần trước 5 triệu mua sắm quần áo mới.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 15 triệu cho bữa tiệc sinh nhật của bạn.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 triệu cho chuyến du lịch cuối tuần vừa qua.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng này 3 triệu thanh toán tiền thuê nhà.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 25 triệu cho việc sửa chữa xe hơi.
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 triệu cho bữa ăn tối tại nhà hàng sang trọng.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tuần trước 12 triệu đầu tư vào cổ phiếu.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 30 triệu cho việc tổ chức sự kiện.
",30000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu mua sắm đồ dùng học tập cho con.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tháng trước 18 triệu thanh toán hóa đơn internet.
",18000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 7 mê bánh mì cho bữa trưa với đồng nghiệp hôm qua.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","thanh toán 2 củ pizza cho bữa tiệc sinh nhật tối qua.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 triệu cho 10 hủ kem tại cửa hàng yêu thích.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 5 chai sushi cho bữa tối với gia đình vào thứ Bảy.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 m rưỡi cho vé xem phim cùng bạn bè tối qua.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 triệu cho 12 hủ nước ngọt trong buổi picnic cuối tuần.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","thanh toán 1 củ 3 cho phần ăn tại quán ăn yêu thích.
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 triệu cho 15 hủ trái cây tươi cho bữa tiệc cuối tuần.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 500 nghìn cho bữa tiệc sinh nhật cuối tuần này.
",3500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 2 m 750 nghìn cho một chiếc áo mới.
",2750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 củ 300.000 cho chuyến du lịch hè vừa qua.
",6300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 5 triệu 200 nghìn cho một chiếc điện thoại mới.
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 triệu 800 nghìn cho bữa ăn tối với bạn bè.
",4800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 7 triệu 100 nghìn cho một chiếc laptop mới.
",7100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu 600 nghìn cho vé xem concert cuối tuần.
",2600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 8 củ 400.000 cho một bộ quần áo mới.
",8400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 triệu 900 nghìn cho một bữa ăn tại nhà hàng sang trọng.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 9 triệu 500 nghìn cho một khóa học trực tuyến.
",9500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 10 tháng 8, tôi đã chi 2 triệu 300 cho một bữa tiệc nhỏ.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm qua, tôi mua một chiếc điện thoại mới với giá 8 triệu 500 nghìn.
",8500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chiều nay, tôi đã tiêu triệu 700 cho một bữa ăn tại nhà hàng.
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tôi đã tiết kiệm được 6 triệu 250 để đi du lịch vào cuối năm.
",6250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 15 tháng 9, tôi đã chi 3 triệu 100 cho một bộ quần áo mới.
",3100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm trước, tôi đã mua một chiếc xe đạp với giá 4 triệu 800 nghìn.
",4800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tôi đã đầu tư 10 triệu vào một dự án khởi nghiệp.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Ngày 5 tháng 10, tôi đã chi 2 triệu 500 cho một buổi hòa nhạc.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tôi đã tiêu 7 triệu 900 cho một chuyến đi chơi cuối tuần.
",7900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm nay, tôi đã mua một chiếc laptop mới với giá 9 triệu 600 nghìn.
",9600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu mua sắm đồ dùng cho văn phòng tuần này.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 mê cho bữa tiệc sinh nhật cuối tuần vừa rồi.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 6 củ vé xem phim cho nhóm bạn vào tối thứ bảy.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 chai cho một bữa ăn tại nhà hàng sang trọng hôm qua.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 5 trai cho chuyến du lịch ngắn ngày vào tháng tới.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 1 triệu đồ ăn cho bữa tiệc BBQ cuối tuần này.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 7 củ cho việc sửa chữa nhà cửa tháng trước.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 triệu cho một chiếc điện thoại mới vào tuần trước.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 10 chai phòng khách sạn cho chuyến công tác sắp tới.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 triệu cho việc mua sắm quần áo mùa hè này.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu ba triệu cho bữa tiệc sinh nhật cuối tuần này.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi mười mê mua sắm quần áo mới cho mùa đông.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu năm củ cho chuyến du lịch đến Đà Nẵng.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi bảy chai cho việc sửa chữa nhà cửa tháng này.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu hai triệu rưỡi cho việc học thêm tiếng Anh.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi ba m cho việc đầu tư vào cổ phiếu mới.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu chín mê cho bữa ăn tối tại nhà hàng sang trọng.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi bốn củ cho việc mua sắm đồ dùng học tập.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu sáu chai cho việc tổ chức sự kiện thể thao.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi một triệu rưỡi cho việc làm đẹp và chăm sóc bản thân.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền chai năm cho bữa tiệc sinh nhật của bạn tối nay.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","buổi sáng thanh toán 2 m rưỡi tiền thuê nhà.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ bảy cho chuyến du lịch cuối tuần với nhóm bạn.
",1700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền trai ba cho việc sửa chữa xe hơi.
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","buổi chiều đóng 4 m hoá đơn nước.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ chín để mua sắm đồ dùng cho văn phòng mới.
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","buổi tối thanh toán 5 m cho dịch vụ internet.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ ba cho việc tổ chức sự kiện tại công viên.
",1300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền trai sáu cho việc mua quà tặng sinh nhật.
",1600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 3 triệu 200 mua sắm quần áo cuối tuần vừa rồi
",3200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 chai 750 mua quà sinh nhật cho bạn thân
",5750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu 500 ăn tối tại nhà hàng sang trọng hôm qua
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 triệu 100 cho vé xem concert tối thứ bảy
",4100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu 300 mua sách và đồ dùng học tập cho năm học mới
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 chai 600 đi du lịch biển cùng gia đình tháng trước
",6600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu 800 chi cho tiệc cưới của bạn vào tuần trước
",3800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu 900 mua đồ trang trí cho lễ hội cuối năm
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 triệu 250 đặt phòng khách sạn cho kỳ nghỉ lễ
",7250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 2 triệu 500 cho bữa tiệc sinh nhật của con trai tuần này
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiêu 2 triệu 300 nghìn cho bữa tiệc sinh nhật tuần trước.
",2300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm qua, tôi đã trả 5 triệu 200 nghìn cho vé máy bay.
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua sắm đồ dùng học tập hết 1 triệu 800 nghìn vào cuối tuần.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 triệu 600 nghìn cho việc sửa chữa xe hơi.
",3600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt phòng khách sạn với giá 4 triệu 150 nghìn cho hai đêm.
",4150000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm nay, tôi đã chi 6 triệu 750 nghìn cho một chiếc laptop mới.
",6750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả 2 triệu 900 nghìn cho dịch vụ internet hàng tháng.
",2900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 7 triệu 500 nghìn vào quỹ chứng khoán.
",7500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 1 triệu 250 nghìn cho bữa ăn tối với bạn bè.
",1250000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua một chiếc điện thoại mới với giá 8 triệu 400 nghìn.
",8400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","gửi tiền 12 triệu cho việc học của em gái
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 7 triệu 5 trăm nghìn cho bữa tiệc sinh nhật
",7500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","nộp tiền 15 triệu để mua xe mới
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả tiền 9 triệu cho hóa đơn điện nước tháng này
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 3 triệu 2 trăm nghìn cho vé máy bay
",3200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","gửi tiền 20 triệu vào tài khoản tiết kiệm
",20000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả tiền 6 triệu cho dịch vụ sửa chữa nhà
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 triệu 8 trăm nghìn cho quà tặng sinh nhật
",4800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","nộp tiền 11 triệu cho khóa học trực tuyến
",11000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả tiền 13 triệu cho hợp đồng thuê nhà
",13000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 chai nước ngọt cho buổi tiệc sinh nhật vào cuối tuần.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu 500 20.000đ sushi cho bữa tối lãng mạn tối nay.
",5520000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 triệu 600 40.000đ pizza cho buổi họp mặt cuối tháng.
",12640000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 trai gà rán cho bữa tiệc sinh nhật của bạn vào thứ Sáu.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 triệu 900 25.000đ kem cho buổi picnic vào cuối tuần này.
",6925000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","11 triệu 700 50.000đ hải sản cho bữa tiệc gia đình vào Chủ Nhật.
",11700000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu 400 10.000đ trà đá cho buổi họp nhóm vào chiều nay.
",2410000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiêu 3 triệu cho bữa tiệc sinh nhật cuối tuần này.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 4 triệu cho chuyến du lịch hè năm nay.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 6 m cho bữa ăn tối với bạn bè.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 7 củ cho bộ quần áo mới.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 5 trai trái cây cho bữa tiệc BBQ.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 10 triệu vào dự án khởi nghiệp.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 1 triệu cho vé xem concert tối nay.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 9 mê cho một chiếc điện thoại mới.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu 200.000đ bánh mì cho bữa tiệc cuối tuần này.
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","3 triệu 750.000đ sushi cho bữa tối kỷ niệm.
",3750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","7 mê pizza cho buổi xem phim tối nay.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","2 triệu 500.000đ trà sữa cho nhóm bạn vào chiều Chủ nhật.
",2500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 củ trái cây tươi cho bữa tiệc sinh nhật.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 triệu 300.000đ hải sản cho bữa tiệc BBQ cuối tuần.
",4300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 trai bánh xèo cho bữa ăn trưa với đồng nghiệp.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 triệu 800.000đ kem cho buổi dã ngoại vào thứ Sáu.
",1800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 triệu 600.000đ đồ uống cho sự kiện thể thao sắp tới.
",12600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiêu 3 triệu cho bữa tiệc sinh nhật cuối tuần này.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua sắm 7 m cho đồ nội thất mới cho căn hộ.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 4 chai cho một chuyến du lịch ngắn ngày.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 củ cho việc sửa chữa xe hơi tuần trước.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu cho một bộ quần áo mới.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 m cho bữa ăn tối tại nhà hàng sang trọng.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 1 triệu cho vé xem concert cuối tuần này.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 5 củ cho việc học thêm tiếng Anh.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 9 triệu cho một chiếc laptop mới.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 10 chai cho việc tổ chức sự kiện lớn.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu cho bữa tiệc sinh nhật cuối tuần này.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 7 m cho một chiếc điện thoại mới.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 4 triệu vé xem phim cho cả nhóm bạn.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 củ cho một bữa ăn sang trọng tại nhà hàng.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 2 triệu cho bộ quần áo mới trước khi đi du lịch.
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 trai pizza cho bữa tối với gia đình vào thứ sáu.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 8 triệu cho một chuyến du lịch ngắn ngày.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi tiền 1 triệu cho một cuốn sách hiếm mà mình thích.
",1000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 5 triệu 200.000 cho bữa tiệc sinh nhật vào cuối tuần này
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 10 củ bánh mì cho buổi họp sáng thứ năm
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 8 triệu 750.000 cho chuyến du lịch tháng tới
",8750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","gửi 12 chai nước ngọt cho đội bóng vào thứ bảy
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 6 triệu 300.000 cho việc sửa chữa nhà
",6300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 4 mê sách mới cho thư viện trường
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 15 trai pizza cho buổi họp mặt tối thứ ba
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 triệu 600.000 cho quà tặng Giáng sinh
",9600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 3 triệu 800.000 cho vé xem phim cuối tuần
",3800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 11 củ trái cây cho bữa tiệc tối nay
",11000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","5 triệu mua sắm đồ dùng cho văn phòng mới.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Hôm qua, tôi đã chi 4 chai cho một bữa ăn ngon.
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đã thanh toán 6 triệu cho dịch vụ sửa chữa nhà.
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 m cho một chuyến du lịch ngắn ngày cuối tuần.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 3 củ trái cây tươi cho bữa tiệc tối nay.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt 10 triệu cho một khóa học trực tuyến.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 chai rưỡi cho một bộ phim tại rạp.
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 9 triệu cho việc nâng cấp máy tính cá nhân.
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","12 m cho một bộ quần áo mới trong mùa sale.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 3 triệu 200.000 đồ ăn cho bữa tiệc cuối tuần.
",3200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 5 triệu 800.000 cho chuyến du lịch tháng tới.
",5800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt cọc 4 triệu 500.000 cho căn hộ mới.
",4500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Thanh toán 6 triệu 750.000 cho hóa đơn điện nước tháng này.
",6750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tiêu 8 triệu 300.000 cho quần áo mùa đông.
",8300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Gửi 1 triệu 600.000 vào tài khoản tiết kiệm hôm qua.
",1600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 9 triệu 900.000 cho bữa tiệc sinh nhật bạn thân.
",9900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua 2 triệu 100.000 sách mới cho thư viện cá nhân.
",2100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Trả 7 triệu 400.000 cho dịch vụ sửa chữa nhà.
",7400000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 10 triệu 500.000 vào cổ phiếu công nghệ.
",10500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 3 triệu đồ ăn cho bữa tiệc cuối tuần này
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả 4 m tiền thuê nhà tháng này
",4000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 6 mê cho quần áo mới
",6000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đặt 1 chai rưỡi vé xem phim tối nay
",1500000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 7 củ cho một bữa ăn sang trọng
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","gửi 2 triệu vào tài khoản tiết kiệm
",2000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mua 5 m đồ dùng học tập cho con
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 9 mê cho một chuyến du lịch ngắn
",9000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trả 3 chai tiền điện tháng trước
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","đầu tư 10 củ vào cổ phiếu mới nổi
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 5 triệu 200.000 cho bữa tiệc cuối tuần này
",5200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 m bún đêm qua với bạn bè
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mê 3 triệu 750.000 cho chuyến du lịch sắp tới
",3750000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chai 6 triệu 100.000 cho quà sinh nhật của sếp
",6100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ 9 triệu 300.000 cho việc sửa chữa nhà
",9300000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu 2 triệu 800.000 cho đồ ăn tối qua
",2800000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","mê 8 triệu 600.000 cho khóa học trực tuyến
",8600000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","trai 1 triệu 900.000 cho vé xem concert cuối tuần này
",1900000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua sắm đồ mới hết 5 triệu cho dịp lễ.
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đầu tư 20 triệu vào dự án khởi nghiệp.
",20000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi tiêu 8 triệu cho bữa tiệc sinh nhật cuối tuần qua.
",8000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Gửi tiết kiệm 15 triệu vào ngân hàng tháng này.
",15000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Thanh toán hóa đơn 12 triệu cho dịch vụ internet.
",12000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Mua vé máy bay hết 7 triệu cho chuyến du lịch.
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 3 triệu cho việc sửa chữa nhà cửa.
",3000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Đặt cọc 25 triệu cho căn hộ mới.
",25000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Tặng quà 10 triệu cho người thân trong dịp lễ.
",10000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","Chi 18 triệu cho khóa học trực tuyến.
",18000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","1 chai 8 triệu 100.000đ pizza tối qua
",18100000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","10 trai 500 10.000đ kem dừa hôm trước
",10510000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","6 triệu 300 15.000đ gà rán tối nay
",6315000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","4 m 600 25.000đ sushi trưa hôm qua
",4625000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","8 trai 900 5.000đ nước ngọt sáng nay
",8905000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","9 m 100 30.000đ phở cuốn tối hôm kia
",9130000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 3 triệu 2 trăm nghìn cho bữa tiệc hôm qua
",3200000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","tiêu bảy chai cho chuyến du lịch cuối tuần
",7000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","củ năm với nhóm bạn tối qua
",5000000
"You're an money manager assistant.
Your job is to find and convert textual money string into integer money string","chi 4 triệu 8 trăm nghìn cho món quà sinh nhật
",4800000
